rec_id,species,continent_of_origin,country_of_origin,harvest_year,expiration,variety,color,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,moisture,quakers,category_one_defects,category_two_defects
706,Arabica,South America,Brazil,2016.0,02/09/18,Catuai,Green,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,0.11,3,0,11
707,Arabica,South America,Brazil,2016.0,10/13/17,Other,Green,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,0.11,4,0,14
709,Arabica,North America,Costa Rica,2015.0,07/15/17,Caturra,Bluish-Green,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,0.1,1,6,3
710,Arabica,North America,Costa Rica,2015.0,05/17/17,Catuai,Green,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,0.0,2,0,0
714,Arabica,North America,Guatemala,2015.0,03/09/16,Bourbon,Green,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,0.1,0,0,6
716,Arabica,South America,Brazil,2014.0,10/15/15,Bourbon,Blue-Green,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,0.11,0,0,0
717,Arabica,North America,Guatemala,2014.0,06/10/15,Pacas,Green,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,0.12,0,0,3
718,Arabica,North America,Mexico,2014.0,04/02/15,Other,Green,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0,0
724,Arabica,North America,Mexico,2013.0,03/15/14,Typica,Green,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,0.12,0,0,3
725,Arabica,North America,Costa Rica,2012.0,10/09/13,Other,Green,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,0.0,0,0,14
726,Arabica,North America,Guatemala,2012.0,10/05/13,Bourbon,Green,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,0.11,0,0,3
729,Arabica,North America,Guatemala,2012.0,05/23/13,Bourbon,Green,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,0.1,0,2,5
730,Arabica,South America,Brazil,2012.0,04/11/13,Mundo Novo,Green,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,0.12,0,0,2
734,Arabica,South America,Brazil,2014.0,11/15/18,Catuai,Green,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,0.09,6,2,10
736,Arabica,North America,Guatemala,2016.0,08/31/17,Pacas,Green,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,0.11,2,0,2
738,Arabica,North America,El Salvador,2014.0,07/07/16,Bourbon,Green,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,0.12,0,0,0
739,Arabica,North America,Honduras,2015.0,04/14/16,Catuai,Green,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,0.11,0,0,2
743,Arabica,North America,Mexico,2013.0,07/19/14,Mundo Novo,Blue-Green,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,0.12,0,0,4
744,Arabica,North America,United States,2013.0,05/03/14,Hawaiian Kona,Bluish-Green,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,0.0,0,0,1
746,Arabica,North America,Guatemala,2012.0,09/19/13,Bourbon,Green,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,0.11,0,0,2
749,Arabica,North America,El Salvador,2012.0,08/21/13,Other,Green,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,0.0,0,2,5
755,Arabica,South America,Colombia,2014.0,02/29/12,Other,Yellow,Other,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,0.22,0,0,2
757,Arabica,North America,Honduras,2015.0,06/09/17,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,0.11,1,0,2
758,Arabica,North America,Nicaragua,2014.0,03/15/17,Other,Green,Other,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,0.1,0,0,1
760,Arabica,Africa,Tanzania,2015.0,10/19/16,Other,Green,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,0.12,0,0,1
764,Arabica,North America,Guatemala,2014.0,03/20/16,Bourbon,Blue-Green,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,0.09,0,0,4
768,Arabica,North America,Mexico,2013.0,04/10/15,Other,Yellow,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,0.1,0,1,1
770,Arabica,Asia,Taiwan,2012.0,05/29/14,Typica,Green,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,0.0,0,0,0
773,Arabica,North America,Guatemala,2012.0,08/02/13,Caturra,Yellow,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,0.12,0,0,2
777,Arabica,Asia,Indonesia,2017.0,08/03/18,Bourbon,Yellow,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,0.15,0,0,3
781,Arabica,North America,Costa Rica,2015.0,04/09/16,Caturra,Blue-Green,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,0.0,0,0,0
782,Arabica,Africa,Tanzania,2014.0,03/24/16,Bourbon,Green,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,0.12,0,0,5
783,Arabica,Africa,Tanzania,2014.0,01/08/16,Other,Green,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,0.12,0,0,3
784,Arabica,South America,Colombia,2013.0,09/12/15,Other,Green,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,0.11,0,1,0
785,Arabica,North America,Costa Rica,2013.0,03/21/15,Caturra,Green,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,0.11,0,0,2
786,Arabica,North America,United States,2012.0,11/26/13,Hawaiian Kona,Bluish-Green,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,0.11,0,0,0
790,Arabica,Asia,Vietnam,2012.0,07/23/13,Other,Green,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,0.12,0,0,2
793,Arabica,South America,Colombia,2011.0,04/17/12,Other,Yellow,Other,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,0.08,0,1,5
794,Arabica,North America,Honduras,2017.0,06/01/18,Caturra,Green,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,0.12,0,0,1
795,Arabica,North America,Honduras,2016.0,04/06/18,Caturra,Green,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,0.1,1,0,7
798,Arabica,Asia,Laos,2015.0,11/04/16,Other,Blue-Green,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,0.12,0,0,0
800,Arabica,Africa,Malawi,2014.0,10/31/15,Gesha,Bluish-Green,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,0.13,0,0,1
801,Arabica,Asia,Taiwan,2013.0,07/22/15,Typica,Green,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,0.09,0,0,0
802,Arabica,Asia,Thailand,2013.0,06/20/15,Other,Green,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,0.11,0,0,0
804,Arabica,North America,Honduras,2014.0,04/30/15,Caturra,Green,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,0.11,0,0,5
806,Arabica,Asia,Taiwan,2012.0,06/03/14,Typica,Bluish-Green,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,0.12,0,0,0
807,Arabica,South America,Brazil,2012.0,05/21/14,Mundo Novo,Blue-Green,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,0.11,0,0,0
809,Arabica,South America,Brazil,2012.0,06/04/13,Mundo Novo,Green,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,0.12,0,0,1
818,Arabica,South America,Brazil,2016.0,10/26/17,Catuai,Green,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,0.11,0,0,4
819,Arabica,North America,El Salvador,2014.0,05/04/16,Bourbon,Green,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,0.11,0,0,2
820,Arabica,North America,Guatemala,2015.0,04/19/16,Catuai,Green,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,0.11,0,0,7
821,Arabica,Africa,Tanzania,2014.0,01/06/16,Other,Green,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,0.12,0,0,4
822,Arabica,North America,Nicaragua,2013.0,07/29/15,Other,Green,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,0.12,0,3,4
823,Arabica,Africa,Zambia,2014.0,06/20/15,SL28,Yellow,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,0.0,0,1,3
824,Arabica,North America,Honduras,2012.0,01/17/15,Other,Green,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,0.11,0,0,0
825,Arabica,Asia,Taiwan,2012.0,12/26/14,Typica,Green,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,0.11,0,0,0
832,Arabica,South America,Colombia,2010.0,02/01/12,Other,Yellow,Other,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,0.09,0,0,1
834,Arabica,North America,Costa Rica,2016.0,02/13/18,Catuai,Green,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,0.0,0,1,4
835,Arabica,South America,Brazil,2016.0,01/20/18,Mundo Novo,Green,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,0.11,1,0,3
836,Arabica,Asia,Indonesia,2015.0,01/19/18,Other,Green,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,0.11,1,0,0
837,Arabica,North America,Guatemala,2015.0,08/02/17,Bourbon,Green,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,0.1,0,2,6
840,Arabica,Asia,Myanmar,2015.0,07/16/16,Catuai,Green,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,0.0,0,0,2
841,Arabica,North America,Mexico,2015.0,06/24/16,Catuai,Green,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,0.11,0,0,7
842,Arabica,North America,Honduras,2015.0,05/11/16,Catuai,Green,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,0.12,0,0,1
843,Arabica,North America,Costa Rica,2015.0,05/06/16,Caturra,Green,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,0.09,0,0,0
845,Arabica,Asia,Indonesia,2014.0,03/20/16,Typica,Yellow,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,0.11,0,2,6
848,Arabica,North America,Honduras,2014.0,05/16/15,Caturra,Green,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0.1,0,0,4
849,Arabica,North America,Mexico,2014.0,04/26/15,Typica,Green,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,0.11,0,0,0
851,Arabica,North America,United States,2012.0,03/06/14,Hawaiian Kona,Bluish-Green,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,0.0,0,1,1
852,Arabica,South America,Brazil,2012.0,03/02/14,Bourbon,Bluish-Green,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,0.12,0,0,0
858,Arabica,North America,United States,2014.0,05/24/11,Other,Yellow,Other,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,0.02,0,3,12
860,Arabica,Asia,Vietnam,2014.0,12/20/16,Caturra,Bluish-Green,Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,0.12,0,0,0
862,Arabica,South America,Brazil,2013.0,08/25/15,Other,Bluish-Green,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,0.1,0,0,1
869,Arabica,South America,Colombia,2014.0,10/03/12,Other,Green,Other,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,0.08,0,0,0
872,Arabica,North America,Guatemala,2017.0,06/05/18,Bourbon,Green,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,0.12,1,0,3
874,Arabica,Africa,Tanzania,2016.0,04/27/17,Other,Green,Other,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,0.0,0,0,1
875,Arabica,North America,Nicaragua,2014.0,03/11/17,Other,Green,Other,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,0.1,0,0,1
878,Arabica,Africa,Tanzania,2014.0,01/02/16,Other,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,0.12,0,0,0
879,Arabica,Africa,Tanzania,2013.0,12/15/15,Other,Green,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,0.12,0,0,7
881,Arabica,Asia,Indonesia,2013.0,05/23/15,Sumatra,Bluish-Green,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,0.11,0,0,0
883,Arabica,North America,Costa Rica,2013.0,04/26/15,Caturra,Green,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,0.11,0,0,3
893,Arabica,North America,Mexico,2012.0,02/28/13,Caturra,Green,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,0.11,0,0,4
894,Arabica,North America,United States,2012.0,02/07/13,Hawaiian Kona,Green,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,0.1,0,1,1
895,Arabica,North America,Honduras,2018.0,01/19/19,Catimor,Blue-Green,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,0.11,1,0,3
897,Arabica,Asia,Taiwan,2016.0,07/15/17,Typica,Blue-Green,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,0.1,0,0,0
898,Arabica,North America,Costa Rica,2015.0,02/03/16,Caturra,Green,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,0.12,0,0,1
901,Arabica,Asia,Taiwan,2014.0,08/25/15,Typica,Green,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,0.0,0,0,0
902,Arabica,South America,Brazil,2013.0,11/06/14,Yellow Bourbon,Blue-Green,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,0.12,0,0,3
907,Arabica,Asia,Thailand,2011.0,11/15/12,Other,Green,Other,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,0.01,0,0,0
909,Arabica,North America,Costa Rica,2014.0,06/13/12,Other,Yellow,Other,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,0.0,0,0,1
911,Arabica,North America,Nicaragua,2017.0,06/20/18,Caturra,Green,Other,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,0.11,0,0,3
914,Arabica,Asia,Taiwan,2015.0,09/16/16,Typica,Green,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,0.12,0,0,2
916,Arabica,North America,Costa Rica,2014.0,01/07/16,Caturra,Green,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,0.12,0,1,2
918,Arabica,North America,Guatemala,2014.0,09/23/15,Other,Green,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,0.12,0,0,0
919,Arabica,Asia,Taiwan,2014.0,08/18/15,Typica,Blue-Green,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,0.11,0,0,0
920,Arabica,South America,Brazil,2014.0,07/29/15,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,0.0,0,1,1
921,Arabica,North America,Haiti,2013.0,05/05/15,Blue Mountain,Bluish-Green,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,0.11,0,0,0
923,Arabica,North America,Mexico,2013.0,03/11/14,Typica,Green,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,0.13,0,0,2
925,Arabica,North America,Mexico,2012.0,08/29/13,Catuai,Green,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,0.12,0,0,10
929,Arabica,Asia,Indonesia,2012.0,05/24/13,Other,Green,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,0.12,0,0,0
930,Arabica,South America,Brazil,2012.0,04/12/13,Bourbon,Blue-Green,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,0.12,0,0,2
931,Arabica,North America,Guatemala,2012.0,01/24/13,Bourbon,Green,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,10.0,0.11,0,0,1
932,Arabica,South America,Colombia,2014.0,09/06/12,Other,Brown,Other,7.42,7.42,7.17,7.42,7.42,7.33,10.0,10.0,10.0,0.06,0,1,0
934,Arabica,North America,Mexico,2017.0,05/12/18,Mundo Novo,Green,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,0.12,5,1,17
935,Arabica,North America,Guatemala,2016.0,03/17/17,Catuai,Green,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,0.1,0,0,0
936,Arabica,South America,Brazil,2015.0,12/02/16,Catuai,Green,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,10.0,0.11,0,0,2
940,Arabica,South America,Brazil,2014.0,10/17/15,Bourbon,Green,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,0.0,0,0,0
941,Arabica,North America,Guatemala,2014.0,05/26/15,Bourbon,Green,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,0.1,0,0,6
942,Arabica,North America,Mexico,2014.0,05/01/15,Typica,Green,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,0.0,0,1,1
943,Arabica,South America,Peru,2013.0,02/27/15,Other,Bluish-Green,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,10.0,0.1,0,1,5
944,Arabica,North America,Guatemala,2013.0,10/07/14,Bourbon,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,0.12,0,0,4
947,Arabica,South America,Colombia,2011.0,11/10/12,Caturra,Green,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,0.11,0,0,0
951,Arabica,North America,Honduras,2016.0,06/09/17,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,0.11,2,0,3
953,Arabica,South America,Brazil,2015.0,11/19/16,Catuai,Green,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,10.0,0.11,0,0,14
954,Arabica,North America,Honduras,2015.0,05/21/16,Catuai,Green,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,0.09,0,0,4
955,Arabica,South America,Brazil,2014.0,12/16/15,Yellow Bourbon,Green,Other,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,10.0,0.12,0,0,6
956,Arabica,Asia,Philippines,2014.0,11/13/15,Other,Green,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,10.0,0.14,0,0,3
958,Arabica,North America,Honduras,2014.0,01/22/15,Catuai,Green,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,0.12,0,0,3
964,Arabica,North America,Nicaragua,2015.0,07/05/16,Catuai,Green,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,0.1,0,0,4
967,Arabica,Africa,Tanzania,2014.0,12/17/15,Other,Green,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,0.13,0,0,5
969,Arabica,North America,Guatemala,2013.0,03/04/14,Caturra,Green,Washed / Wet,7.5,7.33,7.5,7.58,7.0,7.25,10.0,10.0,10.0,0.11,0,0,4
971,Arabica,North America,Nicaragua,2016.0,03/08/18,Other,Green,Washed / Wet,7.33,7.5,7.17,7.17,7.58,7.17,10.0,10.0,10.0,0.09,0,0,7
974,Arabica,North America,Costa Rica,2015.0,05/21/16,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,0.11,0,0,0
975,Arabica,North America,Honduras,2015.0,03/10/16,Catuai,Green,Natural / Dry,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,10.0,0.13,0,0,1
977,Arabica,Asia,Philippines,2014.0,01/08/16,Typica,Yellow,Natural / Dry,7.25,7.25,7.25,7.08,7.58,7.5,10.0,10.0,10.0,0.0,0,0,4
980,Arabica,North America,Costa Rica,2014.0,05/09/15,Catuai,Green,Washed / Wet,7.33,7.08,7.33,7.25,7.33,7.58,10.0,10.0,10.0,0.11,0,0,3
981,Arabica,South America,Brazil,2013.0,02/04/15,Catuai,Green,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,10.0,0.11,0,0,3
983,Arabica,North America,Guatemala,2012.0,08/20/13,Caturra,Green,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,0.12,0,0,4
985,Arabica,North America,United States,2014.0,09/21/12,Other,Brown,Other,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10.0,0.04,0,3,0
986,Arabica,Africa,Ethiopia,2016.0,07/14/18,Other,Yellow,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10.0,10.0,10.0,0.11,0,0,1
987,Arabica,South America,Brazil,2016.0,06/21/18,Mundo Novo,Green,Natural / Dry,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10.0,9.33,0.11,0,5,8
988,Arabica,North America,Nicaragua,2015.0,03/27/16,Other,Yellow,Washed / Wet,7.33,7.33,7.33,7.42,7.33,7.33,10.0,10.0,10.0,0.11,0,0,1
989,Arabica,North America,United States,2014.0,03/03/16,Pache Comun,Green,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10.0,10.0,10.0,0.0,0,0,0
991,Arabica,North America,Costa Rica,2014.0,12/18/15,Caturra,Green,Washed / Wet,7.42,7.25,7.17,7.25,7.25,7.58,10.0,10.0,10.0,0.13,0,0,0
992,Arabica,North America,United States,2013.0,05/28/15,Other,Green,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,0.0,0,0,0
993,Arabica,North America,Mexico,2012.0,09/14/13,Typica,Yellow,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10.0,10.0,10.0,0.13,0,5,16
997,Arabica,North America,United States,2012.0,02/12/13,Hawaiian Kona,Blue-Green,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,0.06,0,0,0
998,Arabica,South America,Brazil,2014.0,01/16/19,Bourbon,Green,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10.0,10.0,10.0,0.11,6,0,9
1000,Arabica,South America,Brazil,2016.0,09/09/17,Yellow Bourbon,Bluish-Green,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,0.11,2,0,3
1001,Arabica,North America,Guatemala,2016.0,08/02/17,Bourbon,Green,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10.0,10.0,10.0,0.09,0,0,8
1002,Arabica,South America,Colombia,2016.0,07/22/17,Caturra,Green,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10.0,10.0,10.0,0.0,4,0,4
1003,Arabica,North America,Guatemala,2015.0,07/22/16,Bourbon,Green,Washed / Wet,7.5,7.25,7.0,7.25,7.5,7.25,10.0,10.0,10.0,0.11,0,0,1
1004,Arabica,Asia,Taiwan,2015.0,05/05/16,Typica,Bluish-Green,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,0.12,0,0,0
1005,Arabica,North America,Honduras,2014.0,01/26/16,Caturra,Green,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,0.12,0,0,1
1010,Arabica,Asia,Thailand,2012.0,05/29/14,Other,Green,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,0.0,0,0,3
1013,Arabica,Asia,Taiwan,2017.0,12/08/18,Other,Blue-Green,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,0.0,0,0,0
1015,Arabica,Africa,Kenya,2017.0,07/07/18,SL28,Green,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,0.11,0,0,3
1018,Arabica,North America,United States,2014.0,01/13/16,Hawaiian Kona,Bluish-Green,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,0.1,0,2,5
1023,Arabica,North America,Nicaragua,2013.0,07/16/15,Caturra,Green,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,0.1,0,1,3
1030,Arabica,Asia,Laos,2016.0,06/22/18,Catimor,Green,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,0.0,0,0,0
1031,Arabica,North America,Guatemala,2013.0,05/26/15,Caturra,Green,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,0.11,0,0,1
1036,Arabica,South America,Colombia,2010.0,01/25/12,Other,Yellow,Other,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,0.01,0,0,1
1039,Arabica,North America,Guatemala,2015.0,06/17/16,Caturra,Green,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,0.12,0,0,1
1040,Arabica,North America,Nicaragua,2015.0,05/27/16,Other,Green,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,0.12,0,0,5
1041,Arabica,North America,Honduras,2015.0,05/24/16,Caturra,Green,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,0.11,0,0,2
